key,namespace,source_file,source_line,current_fr_value,context,category,priority,extraction_status,notes
marketing.commerce.minicart.close_aria,marketing,src/components/commerce/MiniCartSlideOver.tsx,94,Fermer le panier,minicart close aria,ui-static,P0,pending,
marketing.commerce.minicart.empty,marketing,src/components/commerce/MiniCartSlideOver.tsx,127,Votre rituel est encore à composer.,minicart empty hint,ui-static,P0,pending,
marketing.commerce.minicart.quantity_label,marketing,src/components/commerce/MiniCartSlideOver.tsx,136,Quantité {qty},minicart qty,ui-static,P1,pending,interpolation quantity
marketing.commerce.minicart.cta_revoir,marketing,src/components/commerce/MiniCartSlideOver.tsx,168,Revoir le panier,minicart cta,ui-static,P0,pending,
marketing.commerce.minicart.continue,marketing,src/components/commerce/MiniCartSlideOver.tsx,176,Continuer le rituel,minicart continue link,ui-static,P0,pending,
marketing.commerce.minicart.toast,marketing,src/components/commerce/AddToCartButton.tsx,87,Ajouté à votre rituel.,add to cart toast,ui-static,P0,pending,
marketing.commerce.trust_signals.kicker,marketing,src/components/sections/TrustSignals.tsx,94,Réassurance,trust signals kicker,ui-static,P0,pending,
marketing.commerce.trust_signals.title,marketing,src/components/sections/TrustSignals.tsx,101,Trois engagements simples.,trust signals title,ui-static,P0,pending,
marketing.commerce.trust_signals.livraison.title,marketing,src/components/sections/TrustSignals.tsx,16,Livraison offerte,trust signal title,ui-static,P0,pending,
marketing.commerce.trust_signals.livraison.body,marketing,src/components/sections/TrustSignals.tsx,17,Rabat : 24 heures. Reste du Maroc : 48 à 72 heures. Sans seuil ni surcoût.,trust signal body,ui-static,P0,pending,
marketing.commerce.trust_signals.retour.title,marketing,src/components/sections/TrustSignals.tsx,22,Retour 30 jours,trust signal title,ui-static,P0,pending,
marketing.commerce.trust_signals.retour.body,marketing,src/components/sections/TrustSignals.tsx,23,"Si le rituel ne vous va pas, nous reprenons — même entamé. Aucune justification à fournir.",trust signal body,ui-static,P0,pending,
marketing.commerce.trust_signals.paiement.title,marketing,src/components/sections/TrustSignals.tsx,28,Paiement à la livraison,trust signal title,ui-static,P0,pending,
marketing.commerce.trust_signals.paiement.body,marketing,src/components/sections/TrustSignals.tsx,29,"Vous ne payez qu’à la réception, après avoir vérifié votre commande. Aucun risque.",trust signal body,ui-static,P0,pending,
marketing.commerce.journal_cross_panier.kicker,marketing,src/app/(commerce)/panier/page.tsx,34,En attendant,panier journal cross kicker,ui-static,P1,pending,
marketing.commerce.journal_cross_panier.title,marketing,src/app/(commerce)/panier/page.tsx,35,Lire le journal de la maison.,panier journal cross title,ui-static,P1,pending,
marketing.commerce.journal_cross_panier.description,marketing,src/app/(commerce)/panier/page.tsx,36,Trois lettres par saison. Aucune urgence.,panier journal cross body,ui-static,P1,pending,
marketing.commerce.merci.order_hero.kicker,marketing,src/components/sections/OrderHero.tsx,29,La maison vous remercie,order hero kicker,ui-static,P0,pending,
marketing.commerce.merci.order_hero.title,marketing,src/components/sections/OrderHero.tsx,34,"Merci, {first_name}.",order hero title,ui-static,P0,pending,interpolation first_name
marketing.commerce.merci.order_hero.body,marketing,src/components/sections/OrderHero.tsx,37,"Votre commande est en bonnes mains. Vous recevrez un email de confirmation dans la minute, puis un second au moment de l’envoi.",order hero body,ui-static,P0,pending,
marketing.commerce.merci.order_hero.number_label,marketing,src/components/sections/OrderHero.tsx,44,Numéro de commande,order number label,ui-static,P0,pending,
marketing.commerce.merci.order_hero.estimate,marketing,src/components/sections/OrderHero.tsx,49,Estimation de livraison : entre le {min} et le {max}.,delivery estimate,ui-static,P0,pending,interpolation dates
marketing.commerce.merci.timeline.kicker,marketing,src/components/sections/TimelineSteps.tsx,31,Suivi de votre pack,timeline kicker,ui-static,P0,pending,
marketing.commerce.merci.timeline.title,marketing,src/components/sections/TimelineSteps.tsx,33,"Trois étapes, à votre rythme.",timeline title,ui-static,P0,pending,
marketing.commerce.merci.timeline.preparation,marketing,src/components/sections/TimelineSteps.tsx,7,Préparation,timeline step preparation,ui-static,P0,pending,
marketing.commerce.merci.timeline.preparation_hint,marketing,src/components/sections/TimelineSteps.tsx,8,"Sous 24 h, à la main, à Rabat.",timeline step hint,ui-static,P0,pending,
marketing.commerce.merci.timeline.expedition,marketing,src/components/sections/TimelineSteps.tsx,12,Expédition,timeline step expedition,ui-static,P0,pending,
marketing.commerce.merci.timeline.expedition_hint,marketing,src/components/sections/TimelineSteps.tsx,13,1 à 2 jours ouvrés après la préparation.,timeline step hint,ui-static,P0,pending,
marketing.commerce.merci.timeline.livraison,marketing,src/components/sections/TimelineSteps.tsx,17,Livraison,timeline step livraison,ui-static,P0,pending,
marketing.commerce.merci.timeline.livraison_hint,marketing,src/components/sections/TimelineSteps.tsx,18,Rabat 24 h · Maroc 48 à 72 h.,timeline step hint,ui-static,P0,pending,
marketing.commerce.merci.letter.kicker,marketing,src/components/sections/EditorialLetter.tsx,22,Un mot de notre fondatrice,editorial letter kicker,ui-static,P0,pending,
marketing.commerce.merci.letter.title,marketing,src/components/sections/EditorialLetter.tsx,27,La maison prend le temps qu’il faut.,editorial letter title,ui-static,P0,pending,
marketing.commerce.merci.letter.opening_named,marketing,src/components/sections/EditorialLetter.tsx,11,"{first_name}, merci d’avoir confié votre rituel à la maison.",editorial letter opening,ui-static,P0,pending,interpolation first_name
marketing.commerce.merci.letter.opening_anonymous,marketing,src/components/sections/EditorialLetter.tsx,12,Merci d’avoir confié votre rituel à la maison.,editorial letter opening fallback,ui-static,P0,pending,
marketing.commerce.merci.letter.body_1,marketing,src/components/sections/EditorialLetter.tsx,34,"Chaque pack est préparé à la main, à Rabat, dans un atelier où l’on prend le temps. La paste prépare, la powder révèle, le polissoir lustre. L’éclat reviendra doucement.",letter paragraph 1,ui-static,P0,pending,
marketing.commerce.merci.letter.body_2,marketing,src/components/sections/EditorialLetter.tsx,38,"En l’attente, choisissez un soir calme. Posez les pots sur une serviette de lin. Le rituel n’aime pas la précipitation — c’est là sa promesse.",letter paragraph 2,ui-static,P0,pending,
marketing.commerce.merci.letter.body_3,marketing,src/components/sections/EditorialLetter.tsx,43,"Si une question vous traverse, écrivez-nous. La maison répond.",letter paragraph 3,ui-static,P0,pending,
marketing.commerce.merci.letter.signature,marketing,src/components/sections/EditorialLetter.tsx,52,notre fondatrice,letter signature script,ui-static,P0,pending,à compléter par 'Salma' selon mock
marketing.commerce.merci.letter.signature_role,marketing,src/components/sections/EditorialLetter.tsx,55,Fondatrice · FemiGlow,letter signature role,ui-static,P0,pending,
marketing.commerce.merci.preparation.kicker,marketing,src/components/sections/PreparationGesture.tsx,22,Préparation au geste,prep gesture kicker,ui-static,P0,pending,
marketing.commerce.merci.preparation.title,marketing,src/components/sections/PreparationGesture.tsx,24,Choisissez un soir calme.,prep gesture title,ui-static,P0,pending,
marketing.commerce.merci.preparation.body_1,marketing,src/components/sections/PreparationGesture.tsx,26,"Posez les pots sur une serviette de lin. Allumez peu de lumière. Ouvrez le rituel comme on ouvre une lettre — sans hâte, sans intention de productivité.",prep gesture body 1,ui-static,P0,pending,
marketing.commerce.merci.preparation.body_2,marketing,src/components/sections/PreparationGesture.tsx,31,"La maison ne propose pas une routine. Elle propose un moment suspendu, qui appartient à vos mains.",prep gesture body 2,ui-static,P0,pending,
marketing.commerce.merci.fallback.title,marketing,src/components/commerce/MerciClient.tsx,146,Confirmation envoyée par email.,merci fallback title,ui-static,P0,pending,
marketing.commerce.merci.fallback.body,marketing,src/components/commerce/MerciClient.tsx,148,"Votre commande a bien été enregistrée. La confirmation détaillée arrive dans votre boîte mail.",merci fallback body,ui-static,P0,pending,
marketing.commerce.merci.fallback.cta,marketing,src/components/commerce/MerciClient.tsx,159,Revenir à la maison,merci fallback cta,ui-static,P0,pending,
marketing.commerce.sticky_cta.aria,marketing,src/components/commerce/StickyCartCTA.tsx,60,Achat rapide,sticky cta aria,ui-static,P1,pending,
errors.404.metadata.title,seo,src/app/not-found.tsx,12,Page introuvable,404 metadata title,seo-meta,P0,pending,
errors.404.metadata.description,seo,src/app/not-found.tsx,13,"La page que vous cherchez n’existe plus, ou pas encore.",404 metadata description,seo-meta,P0,pending,
errors.404.kicker,errors,src/app/not-found.tsx,21,404,404 kicker,error-message,P0,pending,
errors.404.title,errors,src/app/not-found.tsx,23,La page reste introuvable.,404 title,error-message,P0,pending,
errors.404.body,errors,src/app/not-found.tsx,25,"Peut-être un lien ancien, peut-être un déplacement éditorial. Revenons à la maison ou parcourons le journal.",404 body,error-message,P0,pending,
errors.404.cta_home,errors,src/app/not-found.tsx,33,Retour à l’accueil,404 cta home,error-message,P0,pending,
errors.404.cta_journal,errors,src/app/not-found.tsx,37,Lire le journal,404 cta journal,error-message,P0,pending,
errors.500.kicker,errors,src/app/error.tsx,60,Désolés,500 kicker,error-message,P0,pending,
errors.500.title_default,errors,src/app/error.tsx,62,Quelque chose s’est interrompu.,500 title,error-message,P0,pending,
errors.500.title_chunk,errors,src/app/error.tsx,62,Mise à jour détectée.,chunk reload title,error-message,P1,pending,
errors.500.body_default,errors,src/app/error.tsx,67,"La maison enregistre l’incident. Vous pouvez recharger la page, ou revenir à l’accueil — votre panier reste enregistré.",500 body,error-message,P0,pending,
errors.500.body_chunk,errors,src/app/error.tsx,66,Le site a été mis à jour depuis votre dernière visite. Rechargement automatique en cours…,chunk reload body,error-message,P1,pending,
errors.500.reference_label,errors,src/app/error.tsx,71,Référence :,error reference label,error-message,P1,pending,
errors.500.cta_reload,errors,src/app/error.tsx,77,Recharger la page,500 reload cta,error-message,P0,pending,
errors.500.cta_home,errors,src/app/error.tsx,82,Retour à l’accueil,500 home cta,error-message,P0,pending,
errors.validation.required,errors,src/lib/schemas/contact.ts,?,Ce champ est requis,validation required,error-message,P0,pending,Zod-driven message générique
errors.validation.email_invalid,errors,src/lib/schemas/contact.ts,?,Adresse email invalide,validation email,error-message,P0,pending,
errors.validation.phone_invalid,errors,src/lib/schemas/contact.ts,?,Téléphone invalide,validation phone,error-message,P0,pending,
errors.validation.message_too_short,errors,src/lib/schemas/contact.ts,?,Le message est trop court (min 20 caractères),validation message,error-message,P0,pending,
errors.newsletter.consent_required,errors,src/components/forms/NewsletterForm.tsx,17,Le consentement est requis pour s’inscrire.,newsletter consent error,error-message,P0,pending,
errors.newsletter.invalid_response,errors,src/components/forms/NewsletterForm.tsx,64,Réponse serveur invalide.,newsletter server error,error-message,P1,pending,
errors.newsletter.network,errors,src/components/forms/NewsletterForm.tsx,78,L’inscription n’a pas pu aboutir. Réessayez plus tard.,newsletter network error,error-message,P0,pending,
errors.article.not_found,errors,src/app/(marketing)/journal/[slug]/page.tsx,35,Article introuvable,article 404 title,error-message,P1,pending,
errors.legal.page_not_found,errors,src/app/legal/[slug]/page.tsx,37,Page introuvable,legal page 404,error-message,P1,pending,
seo.json_ld.organization.name,seo,src/lib/seo/defaults.ts,33,FemiGlow,organization schema name,seo-meta,P1,pending,
seo.json_ld.organization.alternate_name,seo,src/lib/seo/defaults.ts,34,Maison FemiGlow,organization alt name,seo-meta,P1,pending,
seo.json_ld.organization.description,seo,src/lib/seo/defaults.ts,38,Maison de soin pour les ongles éditée au Maroc. Rituel de manucure japonaise halal en quatre gestes.,organization schema description,seo-meta,P1,pending,4 gestes vs 3 sur la home — drift
seo.json_ld.organization.founder_name,seo,src/lib/seo/defaults.ts,42,Yasmine Jebbari,founder name in schema,seo-meta,P2,pending,nom hardcodé - à valider founder
seo.json_ld.organization.address_locality,seo,src/lib/seo/defaults.ts,46,Casablanca,address city,seo-meta,P1,pending,inconsistence: 'Rabat' partout ailleurs - drift à fixer
seo.settings.default_description,seo,src/lib/seo/defaults.ts,71,"FemiGlow — maison de soin pour les ongles éditée à Casablanca. Manucure japonaise halal en quatre gestes : pâte, poudre, brillance, polissage.",seo settings default desc,seo-meta,P1,pending,inconsistence Casablanca vs Rabat
seo.known_pages.home,seo,src/lib/seo/known-pages.ts,9,Accueil,known page label,cms-default-seed,P1,pending,
seo.known_pages.kit,seo,src/lib/seo/known-pages.ts,10,Le Kit,known page label,cms-default-seed,P1,pending,inconsistence: 'Le Kit' vs 'Le pack' actuel
seo.known_pages.rituel,seo,src/lib/seo/known-pages.ts,11,Le Rituel,known page label,cms-default-seed,P1,pending,
seo.known_pages.manifeste,seo,src/lib/seo/known-pages.ts,12,Manifeste,known page label,cms-default-seed,P1,pending,
seo.known_pages.fondatrice,seo,src/lib/seo/known-pages.ts,13,Fondatrice,known page label,cms-default-seed,P1,pending,
seo.known_pages.temoignages,seo,src/lib/seo/known-pages.ts,14,Témoignages,known page label,cms-default-seed,P1,pending,
seo.known_pages.journal,seo,src/lib/seo/known-pages.ts,15,Journal,known page label,cms-default-seed,P1,pending,
seo.known_pages.faq,seo,src/lib/seo/known-pages.ts,16,FAQ,known page label,cms-default-seed,P1,pending,
seo.known_pages.contact,seo,src/lib/seo/known-pages.ts,17,Contact,known page label,cms-default-seed,P1,pending,
seo.known_pages.cgv,seo,src/lib/seo/known-pages.ts,18,CGV,known page label,cms-default-seed,P1,pending,
seo.known_pages.mentions_legales,seo,src/lib/seo/known-pages.ts,19,Mentions légales,known page label,cms-default-seed,P1,pending,
seo.known_pages.confidentialite,seo,src/lib/seo/known-pages.ts,20,Confidentialité,known page label,cms-default-seed,P1,pending,
seo.known_pages.cookies,seo,src/lib/seo/known-pages.ts,21,Cookies,known page label,cms-default-seed,P1,pending,
legal.mentions_legales.metadata.title,seo,src/app/(marketing)/mentions-legales/page.tsx,11,Mentions légales — FemiGlow,mentions metadata title,seo-meta,P0,pending,
legal.mentions_legales.metadata.description,seo,src/app/(marketing)/mentions-legales/page.tsx,13,"Mentions légales du site FemiGlow : éditeur, hébergement, propriété intellectuelle, données personnelles, cookies.",mentions metadata desc,seo-meta,P0,pending,
legal.mentions_legales.kicker,legal,src/app/(marketing)/mentions-legales/page.tsx,32,Informations légales,page kicker,legal-page,P0,pending,
legal.mentions_legales.title,legal,src/app/(marketing)/mentions-legales/page.tsx,35,Mentions légales,page title h1,legal-page,P0,pending,
legal.mentions_legales.updated,legal,src/app/(marketing)/mentions-legales/page.tsx,37,Dernière mise à jour : 13 mai 2026,updated date,legal-page,P1,pending,
legal.mentions_legales.editor.title,legal,src/app/(marketing)/mentions-legales/page.tsx,42,Éditeur du site,section title,legal-page,P0,pending,
legal.mentions_legales.editor.address_label,legal,src/app/(marketing)/mentions-legales/page.tsx,45,Adresse :,address label,legal-page,P0,pending,
legal.mentions_legales.editor.email_label,legal,src/app/(marketing)/mentions-legales/page.tsx,46,Email :,email label,legal-page,P0,pending,
legal.mentions_legales.editor.phone_label,legal,src/app/(marketing)/mentions-legales/page.tsx,47,Téléphone :,phone label,legal-page,P0,pending,
legal.mentions_legales.editor.director,legal,src/app/(marketing)/mentions-legales/page.tsx,51,"Directrice de la publication : Salma Jebbari, fondatrice de FemiGlow.",director publication line,legal-page,P0,pending,nom à valider founder
legal.mentions_legales.hosting.title,legal,src/app/(marketing)/mentions-legales/page.tsx,55,Hébergement,section title,legal-page,P0,pending,
legal.mentions_legales.hosting.body,legal,src/app/(marketing)/mentions-legales/page.tsx,57,"Le site est hébergé sur un serveur dédié situé en France/Maroc. Pour toute demande relative à l'hébergement, contactez la maison via {email}.",hosting paragraph,legal-page,P0,pending,interpolation email
legal.mentions_legales.intellectual.title,legal,src/app/(marketing)/mentions-legales/page.tsx,64,Propriété intellectuelle,section title,legal-page,P0,pending,
legal.mentions_legales.intellectual.body_1,legal,src/app/(marketing)/mentions-legales/page.tsx,66,"L'ensemble des contenus présents sur ce site (textes, photographies, illustrations, logos, vidéos, mise en page, identité graphique) sont la propriété exclusive de FemiGlow ou de ses partenaires éditoriaux, et sont protégés par les lois marocaines et internationales relatives à la propriété intellectuelle.",ip paragraph 1,legal-page,P0,pending,
legal.mentions_legales.intellectual.body_2,legal,src/app/(marketing)/mentions-legales/page.tsx,72,"Toute reproduction, représentation, modification, publication, adaptation ou exploitation, partielle ou intégrale, par quelque procédé que ce soit et sur quelque support que ce soit, est interdite sans autorisation écrite préalable de FemiGlow.",ip paragraph 2,legal-page,P0,pending,
legal.mentions_legales.privacy.title,legal,src/app/(marketing)/mentions-legales/page.tsx,81,Données personnelles,section title,legal-page,P0,pending,
legal.mentions_legales.privacy.body_1,legal,src/app/(marketing)/mentions-legales/page.tsx,83,"Les informations recueillies via les formulaires (contact, commande, newsletter) sont enregistrées et traitées par FemiGlow pour répondre à votre demande, livrer une commande, ou vous tenir informé(e) de la vie de la maison (avec votre consentement explicite).",privacy paragraph 1,legal-page,P0,pending,
legal.mentions_legales.privacy.body_2,legal,src/app/(marketing)/mentions-legales/page.tsx,89,"Conformément à la loi marocaine n° 09-08 relative à la protection des données personnelles, et au RGPD européen pour les visiteurs de l'Union européenne, vous disposez d'un droit d'accès, de rectification, de portabilité et de suppression de vos données. Pour exercer ces droits, écrivez à {email}.",privacy paragraph 2,legal-page,P0,pending,
legal.mentions_legales.privacy.body_3,legal,src/app/(marketing)/mentions-legales/page.tsx,97,"Les données ne sont jamais revendues ni cédées à des tiers commerciaux. Elles peuvent être partagées avec nos sous-traitants (livreur, prestataire de paiement) uniquement dans la mesure strictement nécessaire à l'exécution du service.",privacy paragraph 3,legal-page,P0,pending,
legal.mentions_legales.cookies.title,legal,src/app/(marketing)/mentions-legales/page.tsx,105,Cookies & traceurs,section title cookies,legal-page,P0,pending,
legal.mentions_legales.cookies.body_1,legal,src/app/(marketing)/mentions-legales/page.tsx,107,"Ce site utilise des cookies techniques (session, panier, préférences) indispensables au fonctionnement, et — sous réserve de votre consentement via le bandeau de gestion — des cookies de mesure d'audience anonymisés et des cookies tiers (Meta, Google Analytics, TikTok) à des fins d'amélioration de l'expérience et de communication.",cookies paragraph 1,legal-page,P0,pending,
legal.mentions_legales.cookies.body_2,legal,src/app/(marketing)/mentions-legales/page.tsx,114,"Vous pouvez à tout moment ajuster vos préférences via la bannière de consentement (icône de gestion en bas de page).",cookies paragraph 2,legal-page,P0,pending,
legal.mentions_legales.cgv.title,legal,src/app/(marketing)/mentions-legales/page.tsx,120,Conditions de vente,section title cgv,legal-page,P0,pending,
legal.mentions_legales.cgv.body,legal,src/app/(marketing)/mentions-legales/page.tsx,122,"Les conditions générales de vente applicables aux commandes passées sur ce site sont communiquées au moment du checkout et envoyées par email lors de la confirmation de commande.",cgv body,legal-page,P0,pending,
legal.mentions_legales.law.title,legal,src/app/(marketing)/mentions-legales/page.tsx,129,Loi applicable & juridiction,section title law,legal-page,P0,pending,
legal.mentions_legales.law.body,legal,src/app/(marketing)/mentions-legales/page.tsx,131,"Le présent site est régi par le droit marocain. En cas de litige, les tribunaux de Rabat seront seuls compétents, sauf disposition légale impérative contraire.",law body,legal-page,P0,pending,
legal.mentions_legales.footer.body,legal,src/app/(marketing)/mentions-legales/page.tsx,138,"Pour toute question relative à ces mentions légales, contactez la maison : {email}.",footer body,legal-page,P0,pending,interpolation email
legal.dynamic.page_kicker,legal,src/app/legal/[slug]/page.tsx,87,Pages légales,kicker on all dynamic legal pages,legal-page,P1,pending,
legal.dynamic.back_home,legal,src/app/legal/[slug]/page.tsx,81,Retour à l'accueil,legal page back home,legal-page,P1,pending,
legal.dynamic.last_updated_label,legal,src/app/legal/[slug]/page.tsx,93,Dernière mise à jour :,last updated prefix,legal-page,P1,pending,
legal.dynamic.summary_label,legal,src/app/legal/[slug]/page.tsx,120,Sommaire,toc heading,legal-page,P1,pending,
legal.dynamic.related_label,legal,src/components/legal/LegalRelatedLinks.tsx,33,Voir aussi,related links heading,legal-page,P1,pending,
legal.dynamic.contact_block.heading,legal,src/components/legal/LegalContactBlock.tsx,32,Une question ?,contact block heading,legal-page,P1,pending,
legal.dynamic.contact_block.intro,legal,src/components/legal/LegalContactBlock.tsx,35,Notre équipe répond rapidement :,contact block intro,legal-page,P1,pending,
legal.dynamic.contact_block.updated_line,legal,src/components/legal/LegalContactBlock.tsx,56,Mise à jour le {date} · v{version},updated version line,legal-page,P1,pending,interpolation
legal.dynamic.print_label,legal,src/components/legal/LegalPrintButton.tsx,12,Imprimer / PDF,print button label,legal-page,P2,pending,emoji 🖨 - à retirer
legal.dynamic.print_aria,legal,src/components/legal/LegalPrintButton.tsx,9,Imprimer cette page ou l'enregistrer en PDF,print button aria,legal-page,P2,pending,
legal.checkout_consent.text,legal,src/components/legal/CheckoutConsentText.tsx,26,"En validant la commande, vous reconnaissez avoir pris connaissance et accepter les ...",checkout consent body,legal-page,P0,pending,texte avec interpolation de liens
legal.checkout_consent.default.cgv,legal,src/components/legal/CheckoutConsentText.tsx,10,CGV,default link label,legal-page,P0,pending,
legal.checkout_consent.default.confidentialite,legal,src/components/legal/CheckoutConsentText.tsx,11,Politique de confidentialité,default link label,legal-page,P0,pending,
legal.footer_links.default.mentions,legal,src/components/legal/FooterLegalLinks.tsx,12,Mentions légales,default footer link,legal-page,P1,pending,
legal.footer_links.default.cgv,legal,src/components/legal/FooterLegalLinks.tsx,13,CGV,default footer link,legal-page,P1,pending,
legal.footer_links.default.confidentialite,legal,src/components/legal/FooterLegalLinks.tsx,14,Confidentialité,default footer link,legal-page,P1,pending,
legal.footer_links.default.cookies,legal,src/components/legal/FooterLegalLinks.tsx,15,Cookies,default footer link,legal-page,P1,pending,
email.shared.header.brand,email,src/lib/mail/templates/_shared/Header.tsx,9,FemiGlow,email header brand,email-template,P0,pending,
email.shared.header.tagline,email,src/lib/mail/templates/_shared/Header.tsx,13,Rituels conscients · Maroc,email header tagline,email-template,P0,pending,
email.shared.footer.address,email,src/lib/mail/templates/_shared/Footer.tsx,8,"FemiGlow · Rabat, Maroc · {url}",email footer address,email-template,P0,pending,interpolation site url
email.shared.footer.unsub_intro,email,src/lib/mail/templates/_shared/Footer.tsx,12,Tu reçois cet email parce que tu es en contact avec FemiGlow.,email footer unsub intro,email-template,P0,pending,
email.shared.footer.unsub_link,email,src/lib/mail/templates/_shared/Footer.tsx,18,Se désabonner,email footer unsub cta,email-template,P0,pending,
email.shared.footer.privacy_link,email,src/lib/mail/templates/_shared/Footer.tsx,25,Confidentialité,email footer privacy link,email-template,P0,pending,
email.contact_ack.subject,email,src/lib/mail/catalog.ts,103,"Bonjour {firstName}, on a bien reçu ton message",email subject contact ack,email-template,P0,pending,interpolation
email.contact_ack.preheader,email,src/lib/mail/catalog.ts,104,"On revient vers toi sous 24h ouvrées, {firstName}.",email preheader,email-template,P0,pending,interpolation
email.contact_ack.heading,email,src/lib/mail/templates/contact-acknowledgement.tsx,15,"Merci, {firstName} ✨",email heading,email-template,P0,pending,emoji ✨ - à retirer ou conserver
email.contact_ack.body_1,email,src/lib/mail/templates/contact-acknowledgement.tsx,18,"On a bien reçu ton message — on revient vers toi sous 24 heures (jours ouvrés).",email body paragraph,email-template,P0,pending,
email.contact_ack.body_2,email,src/lib/mail/templates/contact-acknowledgement.tsx,25,"En attendant, tu peux découvrir nos rituels les plus aimés :",email body paragraph,email-template,P0,pending,
email.contact_ack.cta,email,src/lib/mail/templates/contact-acknowledgement.tsx,32,Découvrir les rituels →,email cta,email-template,P0,pending,
email.order_confirmation.subject,email,src/lib/mail/catalog.ts,119,Ta commande {orderId} est confirmée ✨,email subject order,email-template,P0,pending,emoji + interpolation
email.order_confirmation.preheader,email,src/lib/mail/catalog.ts,120,{itemsCount} article(s) · livraison {deliveryEstimate},email preheader,email-template,P0,pending,double interpolation
email.order_confirmation.heading,email,src/lib/mail/templates/order-confirmation.tsx,23,"Ta commande est confirmée, {firstName}",email heading,email-template,P0,pending,
email.order_confirmation.body_thanks,email,src/lib/mail/templates/order-confirmation.tsx,26,Merci pour ta confiance ✨ Voici le récap de ta commande :,email body,email-template,P0,pending,emoji
email.order_confirmation.label_reference,email,src/lib/mail/templates/order-confirmation.tsx,32,Référence :,email label,email-template,P0,pending,
email.order_confirmation.label_articles,email,src/lib/mail/templates/order-confirmation.tsx,35,Articles :,email label,email-template,P0,pending,
email.order_confirmation.label_total,email,src/lib/mail/templates/order-confirmation.tsx,38,Total :,email label,email-template,P0,pending,
email.order_confirmation.label_delivery,email,src/lib/mail/templates/order-confirmation.tsx,41,Livraison estimée :,email label,email-template,P0,pending,
email.order_confirmation.cta,email,src/lib/mail/templates/order-confirmation.tsx,50,Suivre ma commande →,email cta,email-template,P0,pending,
email.order_confirmation.body_question,email,src/lib/mail/templates/order-confirmation.tsx,55,"Une question ? Réponds simplement à ce mail, on te lit.",email footer body,email-template,P0,pending,
email.newsletter_confirm.subject,email,src/lib/mail/catalog.ts,144,Confirme ton inscription à la newsletter FemiGlow,newsletter subject,email-template,P0,pending,
email.newsletter_confirm.preheader,email,src/lib/mail/catalog.ts,145,Plus qu'un clic pour rejoindre la newsletter.,newsletter preheader,email-template,P0,pending,
email.newsletter_confirm.heading,email,src/lib/mail/templates/newsletter-confirm.tsx,12,Plus qu'un clic ✨,newsletter heading,email-template,P0,pending,emoji
email.newsletter_confirm.body_intro,email,src/lib/mail/templates/newsletter-confirm.tsx,15,"Tu viens de t'inscrire à notre newsletter — pour confirmer que c'est bien toi (et pas un robot), clique sur le bouton ci-dessous :",newsletter body intro,email-template,P0,pending,
email.newsletter_confirm.cta,email,src/lib/mail/templates/newsletter-confirm.tsx,23,Je confirme mon inscription →,newsletter cta,email-template,P0,pending,
email.newsletter_confirm.body_ignore,email,src/lib/mail/templates/newsletter-confirm.tsx,27,"Tu n'as rien demandé ? Aucun souci, ignore simplement ce mail — sans clic, ton adresse ne sera jamais ajoutée à notre liste.",newsletter body ignore,email-template,P0,pending,
email.newsletter_confirm.body_expires,email,src/lib/mail/templates/newsletter-confirm.tsx,31,"Le lien de confirmation expire dans 7 jours. Si ce délai est passé, il te suffit de t'inscrire à nouveau depuis le site.",newsletter expires footer,email-template,P0,pending,
email.password_reset.subject,email,src/lib/mail/catalog.ts,186,Réinitialise ton mot de passe FemiGlow,password reset subject,email-template,P1,pending,
email.password_reset.preheader,email,src/lib/mail/catalog.ts,187,Lien valable {expiresInMinutes} minutes.,password reset preheader,email-template,P1,pending,interpolation
email.password_reset.heading,email,src/lib/mail/templates/password-reset.tsx,13,Réinitialisation de ton mot de passe,password reset heading,email-template,P1,pending,
email.password_reset.greeting,email,src/lib/mail/templates/password-reset.tsx,17,"Bonjour {firstName},",password reset greeting,email-template,P1,pending,interpolation
email.password_reset.body_request,email,src/lib/mail/templates/password-reset.tsx,20,"Tu as demandé à réinitialiser ton mot de passe FemiGlow. Clique ci-dessous pour en choisir un nouveau :",password reset body,email-template,P1,pending,
email.password_reset.cta,email,src/lib/mail/templates/password-reset.tsx,28,Réinitialiser mon mot de passe →,password reset cta,email-template,P1,pending,
email.password_reset.body_expires,email,src/lib/mail/templates/password-reset.tsx,32,"Ce lien expire dans {expires} minutes. Si tu n'as pas fait cette demande, ignore simplement ce mail — ton mot de passe reste inchangé.",password reset expires body,email-template,P1,pending,interpolation
email.password_reset.security_note,email,src/lib/mail/templates/password-reset.tsx,37,"Pour des raisons de sécurité, ne partage jamais ce lien.",password reset footer,email-template,P1,pending,
email.cart_abandoned.subject,email,src/lib/mail/catalog.ts,207,"{firstName}, tu as oublié quelque chose ✨",cart abandoned subject,email-template,P1,pending,emoji + interpolation
email.cart_abandoned.preheader,email,src/lib/mail/catalog.ts,208,"{firstName}, ton panier t'attend chez FemiGlow.",cart abandoned preheader,email-template,P1,pending,
email.cart_abandoned.heading,email,src/lib/mail/templates/cart-abandoned.tsx,14,"{firstName}, ton panier t'attend ✨",cart abandoned heading,email-template,P1,pending,emoji
email.cart_abandoned.body_intro,email,src/lib/mail/templates/cart-abandoned.tsx,17,Tu as laissé un panier en plan il y a une heure. On t'a gardé précieusement :,cart abandoned intro,email-template,P1,pending,
